geneId,uniqueDiseases,uniqueTherapeuticAreas,maxEQTLColoc,maxPQTLColoc,maxVEP,maxDistanceTSS,minEffectiveSampleSize,maxEffectiveSampleSize,earliestPublicationDate,cancerOrBenignTumor,infectiousDisease,pregnancyOrPerinatalDisease,disorderOfVisualSystem,cardiovascularDisease,pancreasDisease,gastrointestinalDisease,reproductiveSystemOrBreastDisease,integumentarySystemDisease,endocrineSystemDisease,respiratoryOrThoracicDisease,urinarySystemDisease,musculoskeletalOrConnectiveTissueDisease,disorderOfEar,immuneSystemDisease,hematologicDisease,nervousSystemDisease,psychiatricDisorder,nutritionalOrMetabolicDisease,geneticFamilialOrCongenitalDisease,injuryPoisoningOrOtherComplication,signOrSymptom,other,totalStudies,approvedSymbol,lofConstraint,misConstraint,synConstraint,pathwayCount,tissueSpecificity,tissueDistribution,Term,ID
ENSG00000177910,1,1,0,0,0,1,1424218.0900670097,1424218.0900670097,2024-02-19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SPATA31C2,-0.76699996,-0.86443,-0.57079,0,0.75,0.5,,
ENSG00000177943,1,1,1,1,0,1,205739.47405036874,205739.47405036874,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,MAMDC4,-0.329,-1.9013,-2.3696,0,0.5,0.0,,
ENSG00000178449,1,1,0,0,0,1,252346.18526092035,427337.4491868293,2018-08-13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,COX14,-0.20299995,0.16147,0.28895,1,-1.0,-1.0,Complex IV assembly,R-HSA-9864848
ENSG00000178567,1,1,1,0,0,0,50469.22952482314,50469.22952482314,2021-02-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,EPM2AIP1,0.30900002,1.7551,-0.21714,0,-1.0,-1.0,,
ENSG00000178691,1,1,0,0,0,1,606.6666666666666,606.6666666666666,2020-12-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SUZ12,0.656,4.0209,1.1025,9,-1.0,-1.0,Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Disease;Transcriptional Regulation by E2F6;Post-translational protein modification,R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-1643685;R-HSA-8953750;R-HSA-597592
ENSG00000178971,2,1,1,0,0,1,86653.63443341189,143284.77790855977,2023-01-18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CTC1,0.22399998,1.0969,0.63151,2,-1.0,-1.0,,
ENSG00000179051,7,1,1,0,0,1,22902.966768273185,298389.02809443185,2018-05-08,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,RCC2,0.49199998,2.0636,-2.315,6,-1.0,-1.0,Signal Transduction,R-HSA-162582
ENSG00000179213,1,1,1,0,0,1,421288.2605201189,421288.2605201189,2022-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,SIGLECL1,-0.16100001,0.94166,0.32106,0,1.0,1.0,,
ENSG00000179218,2,1,1,0,0,0,260210.21963428933,1424218.0900670097,2018-10-08,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,CALR,0.577,1.1558,-0.77658,7,-1.0,-1.0,ATF6 (ATF6-alpha) activates chaperone genes;ATF6 (ATF6-alpha) activates chaperones;Calnexin/calreticulin cycle;N-glycan trimming in the ER and Calnexin/Calreticulin cycle;Immune System;Disease;Post-translational protein modification,R-HSA-381183;R-HSA-381033;R-HSA-901042;R-HSA-532668;R-HSA-168256;R-HSA-1643685;R-HSA-597592
ENSG00000179222,1,1,0,0,0,1,367949.31877243903,367949.31877243903,2023-01-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MAGED1,,,,3,-1.0,-1.0,Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription),R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160
ENSG00000179520,1,1,0,0,0,0,2625.212121212121,2625.212121212121,2013-01-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SLC17A8,0.30900002,1.3957,1.1583,3,0.5,0.5,Disease;Transport of inorganic cations/anions and amino acids/oligopeptides,R-HSA-1643685;R-HSA-425393
ENSG00000179600,1,1,0,0,1,1,15911.334729431392,15911.334729431392,2023-01-18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GPHB5,-0.34000003,0.22354,0.0503,2,,,Signal Transduction,R-HSA-162582
ENSG00000179832,1,1,1,0,0,0,31104.940443685748,31104.940443685748,2023-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,MROH1,-0.003000021,0.26196,-0.79782,0,0.5,0.0,,
ENSG00000179862,1,1,0,0,0,1,180089.50342935527,180089.50342935527,2021-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,CITED4,-0.95799994,-4.5213,-4.9145,1,-1.0,0.0,Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-8864260
ENSG00000179922,1,1,0,0,0,1,1129585.974638378,1778690.168860174,2022-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,ZNF784,-0.92999995,-1.8892,-2.107,0,0.5,-1.0,,
ENSG00000180061,1,1,1,0,0,1,143284.77790855977,143284.77790855977,2023-01-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TMEM150B,-0.755,-0.30485,-0.049635,0,1.0,0.0,,
ENSG00000180245,1,1,0,0,0,0,51573.04760983911,51573.04760983911,2024-07-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,RRH,-0.36399996,0.96791,1.2012,2,1.0,1.0,Signal Transduction,R-HSA-162582
ENSG00000180340,1,1,0,0,0,1,162367.55694122918,162367.55694122918,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FZD2,0.31,3.5551,0.54802,6,0.5,0.0,Signal Transduction;Asymmetric localization of PCP proteins,R-HSA-162582;R-HSA-4608870
ENSG00000180432,2,1,1,0,0,1,11231.262381898725,13756.062794259458,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,CYP8B1,-0.865,0.57996,0.85505,6,1.0,0.5,Eicosanoids;Synthesis of bile acids and bile salts via 24-hydroxycholesterol;Synthesis of bile acids and bile salts;Metabolism of steroids;Arachidonate metabolism;Bile acid and bile salt metabolism,R-HSA-211979;R-HSA-193775;R-HSA-192105;R-HSA-8957322;R-HSA-2142753;R-HSA-194068
ENSG00000180535,2,1,1,0,0,1,29919.773016359526,72098.8014618248,2020-09-04,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,BHLHA15,-0.64199996,-1.3403,-1.7341,1,0.75,0.0,,
ENSG00000180730,1,1,0,0,0,1,42879.69557188197,42879.69557188197,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,SHISA2,-0.329,-1.6621,-1.8204,0,0.5,0.0,,
ENSG00000180739,1,1,0,0,0,1,464892.4593283075,464892.4593283075,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,S1PR5,,-0.14482,-0.98704,2,0.5,0.0,Signal Transduction;Lysosphingolipid and LPA receptors,R-HSA-162582;R-HSA-419408
ENSG00000181026,1,1,0,0,0,1,16853.230163428838,16853.230163428838,2024-09-13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,AEN,-0.666,-0.25496,-0.45316,0,-1.0,0.0,,
ENSG00000181192,1,1,1,0,0,1,62627.34914844415,62627.34914844415,2024-01-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DHTKD1,0.13599998,0.030914,0.15253,1,0.5,-1.0,,
ENSG00000181291,1,1,0,0,0,1,108784.9761126256,108784.9761126256,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,TMEM132E,0.13300002,0.49349,-1.1516,0,1.0,0.5,,
ENSG00000181481,1,1,0,0,0,1,636.1886490807354,636.1886490807354,2012-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,RNF135,-0.49100006,-0.19761,-0.76016,8,-1.0,-1.0,Immune System;Disease;Post-translational protein modification,R-HSA-168256;R-HSA-1643685;R-HSA-597592
ENSG00000181652,2,1,1,0,0,1,203090.6413944402,203090.6413944402,2023-01-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ATG9B,-0.39900005,-2.9257,-3.1865,1,0.5,0.5,,
ENSG00000181827,2,1,0,0,1,1,33954.407278742765,521818.7070055739,2021-01-04,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,RFX7,0.7,2.0228,0.4774,0,-1.0,0.0,,
ENSG00000181961,1,1,0,0,0,1,358386.30063935445,358386.30063935445,2021-11-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OR4A16,,-3.6344,-3.2017,1,,,Expression and translocation of olfactory receptors;Olfactory Signaling Pathway,R-HSA-9752946;R-HSA-381753
ENSG00000182329,1,1,0,0,0,0,180089.50342935527,180089.50342935527,2021-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,KIAA2012,0.073000014,1.7792,1.3657,0,1.0,0.5,,
ENSG00000182541,1,1,0,0,0,1,38092.548464040476,38092.548464040476,2019-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,LIMK2,0.41799998,2.5702,0.94394,3,-1.0,-1.0,Signal Transduction;Developmental Biology,R-HSA-162582;R-HSA-1266738
ENSG00000182583,1,1,0,0,0,1,606.6666666666666,606.6666666666666,2020-12-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VCX,,,,0,1.0,1.0,,
ENSG00000182674,1,1,0,0,0,1,1424218.0900670097,1424218.0900670097,2024-02-19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,KCNB2,0.646,3.8314,0.42455,1,0.5,0.5,,
ENSG00000182742,2,1,0,0,0,1,20209.09625085965,196178.71491042234,2023-01-18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,HOXB4,-0.17700005,-0.021152,-1.2815,2,0.5,0.0,Developmental Biology,R-HSA-1266738
ENSG00000183337,1,1,0,0,0,1,99788.44320353035,100083.61852522385,2019-11-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,BCOR,,,,0,-1.0,-1.0,,
ENSG00000183346,1,1,0,0,0,1,239405.90751969456,448058.917711015,2018-08-13,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,CABCOCO1,-0.14999998,0.33458,0.29537,0,0.5,0.0,,
ENSG00000183496,1,1,0,0,0,1,117130.50022212768,117130.50022212768,2024-07-19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MEX3B,-0.826,-0.85437,-4.5259,0,0.75,0.0,,
ENSG00000183530,1,1,0,0,0,1,1424218.0900670097,1424218.0900670097,2024-02-19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PRR14L,0.362,1.4663,1.3665,0,-1.0,-1.0,,
ENSG00000183571,1,1,0,0,0,1,116388.33957200912,116388.33957200912,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,PGPEP1L,-0.827,-0.30681,-0.94045,0,1.0,0.5,,
ENSG00000183625,1,1,0,0,0,1,167055.73472660675,169088.90478978804,2019-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,CCR3,-0.92499995,0.72932,-0.56128,2,0.5,0.5,Signal Transduction,R-HSA-162582
ENSG00000183640,1,1,0,0,0,1,25967.06754524981,25967.06754524981,2023-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,KRTAP8-1,-0.61899996,0.21057,0.18343,1,1.0,1.0,Developmental Biology,R-HSA-1266738
ENSG00000183773,1,1,1,0,0,1,7794.273577144567,7794.273577144567,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,AIFM3,-0.10899997,0.73396,-0.39579,0,0.5,0.5,,
ENSG00000183914,1,1,0,0,0,0,1173.5007132667617,1173.5007132667617,2022-07-22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DNAH2,0.34500003,4.8263,2.0919,0,0.5,0.5,,
ENSG00000183963,1,1,0,0,0,1,645988.1975077938,645988.1975077938,2025-03-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SMTN,0.26200002,0.54955,0.39527,0,0.5,-1.0,,
ENSG00000184009,1,1,1,0,0,1,1778690.168860174,1778690.168860174,2022-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,ACTG1,0.38300002,4.8895,-7.2075,27,-1.0,-1.0,Signal Transduction;Immune System;Developmental Biology;Disease;Interaction between L1 and Ankyrins;Recycling pathway of L1;EPH-ephrin mediated repulsion of cells;Gap junction trafficking and regulation;Gap junction trafficking;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-162582;R-HSA-168256;R-HSA-1266738;R-HSA-1643685;R-HSA-445095;R-HSA-437239;R-HSA-3928665;R-HSA-157858;R-HSA-190828;R-HSA-9006934;R-HSA-5663202
ENSG00000184292,1,1,1,0,0,1,286746.1002745869,286746.1002745869,2024-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,TACSTD2,-0.86800003,-1.56,-1.0143,0,0.5,0.0,,
ENSG00000184408,1,1,0,0,0,1,1129585.974638378,1778690.168860174,2022-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,KCND2,0.572,4.657,0.18854,2,1.0,0.0,,
ENSG00000184470,2,1,1,0,0,0,13821.38483379316,414433.58532016096,2016-01-11,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,TXNRD2,-0.17999995,0.74275,-0.67551,1,-1.0,-1.0,,
ENSG00000184489,1,1,0,0,0,1,383158.3001114715,427337.4491868293,2023-01-18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,PTP4A3,0.08399999,0.20563,0.14036,0,0.75,0.0,,
ENSG00000184545,1,1,0,0,0,1,86869.04450932604,86869.04450932604,2021-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,DUSP8,0.18699998,-0.35229,-3.788,3,0.5,0.0,Signal Transduction;Disease;Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-162582;R-HSA-1643685;R-HSA-5663202
ENSG00000184616,1,1,1,0,0,0,358386.30063935445,383158.3001114715,2021-11-04,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,SPDYE12,0.110000014,1.6912,1.7417,0,0.5,0.5,,
ENSG00000184702,1,1,0,0,0,1,574261.7466389402,574261.7466389402,2022-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SEPTIN5,0.51100004,2.1183,-0.42938,0,0.5,-1.0,,
ENSG00000185262,1,1,1,0,0,1,221280.45048451523,384314.83364002535,2024-07-19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,UBALD2,-0.852,0.23089,-1.6928,0,0.5,-1.0,,
ENSG00000185513,1,1,0,0,0,1,62627.34914844415,89589.23835564002,2024-01-05,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,L3MBTL1,0.16000003,0.89692,-0.18287,1,0.5,0.0,Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription),R-HSA-212436;R-HSA-73857;R-HSA-74160
ENSG00000185615,1,1,0,0,1,1,358386.30063935445,358386.30063935445,2021-11-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PDIA2,-0.76199996,-3.2032,-3.4803,1,1.0,0.0,,
ENSG00000185758,1,1,1,0,0,0,141293.18354755783,141293.18354755783,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CLDN24,-0.9,0.73382,-0.036082,0,,,,
ENSG00000185821,1,1,0,0,1,0,298504.9722193353,298504.9722193353,2023-01-18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OR6C76,,0.36502,0.28637,1,,,Expression and translocation of olfactory receptors;Olfactory Signaling Pathway,R-HSA-9752946;R-HSA-381753
ENSG00000185838,1,1,1,0,0,1,75245.66341852833,75245.66341852833,2024-07-19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GNB1L,-0.01999998,0.93229,0.71585,0,-1.0,0.0,,
ENSG00000185880,1,1,1,0,1,1,219793.50457789513,219793.50457789513,2023-01-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRIM69,0.021000028,0.1282,0.5456,1,1.0,0.0,Immune System,R-HSA-168256
ENSG00000186230,1,1,1,0,0,1,72148.96319633072,85928.28663449686,2024-07-19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,ZNF749,-0.814,0.97058,0.86532,1,-1.0,0.0,Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription),R-HSA-212436;R-HSA-73857;R-HSA-74160
ENSG00000186318,1,1,0,0,0,1,35408.731264242386,35408.731264242386,2024-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,BACE1,0.444,2.2123,0.84792,1,0.75,-1.0,,
ENSG00000186364,1,1,1,0,0,0,71913.46219676935,144712.0807038357,2022-10-12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,NUDT17,-0.37399995,-1.3791,-1.3006,0,-1.0,0.0,,
ENSG00000186409,1,1,1,0,0,1,292977.1806919819,292977.1806919819,2021-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CCDC30,0.089999974,1.5212,0.59508,0,0.5,0.0,,
ENSG00000186462,3,1,0,0,0,1,203090.6413944402,427337.4491868293,2023-01-18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NAP1L2,,,,0,1.0,0.0,,
ENSG00000186480,1,1,1,0,0,1,299999.7750406064,299999.7750406064,2024-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,INSIG1,-0.018000007,1.2025,0.024682,1,1.0,-1.0,Metabolism of steroids;Regulation of cholesterol biosynthesis by SREBP (SREBF),R-HSA-8957322;R-HSA-1655829
ENSG00000186513,1,1,0,0,0,1,99788.44320353035,99788.44320353035,2023-01-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OR9Q2,-0.65199995,0.33292,-0.34246,1,,,Expression and translocation of olfactory receptors;Olfactory Signaling Pathway,R-HSA-9752946;R-HSA-381753
ENSG00000186827,1,1,1,1,0,0,33224.221295945434,33224.221295945434,2023-01-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TNFRSF4,-0.48899996,-1.629,-2.3325,1,0.5,0.0,Cytokine Signaling in Immune system;Immune System,R-HSA-1280215;R-HSA-168256
ENSG00000187260,1,1,0,0,0,1,3534.485612498504,3534.485612498504,2024-07-19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,WDR86,-0.43499994,-1.1093,-1.415,0,0.5,0.0,,
ENSG00000187266,1,1,0,0,0,1,380831.7787965888,380831.7787965888,2017-12-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,EPOR,0.213,1.0613,-0.39387,5,-1.0,-1.0,Signal Transduction,R-HSA-162582
ENSG00000187474,1,1,0,0,0,1,562534.7696387965,562534.7696387965,2022-10-12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,FPR3,-0.906,2.0529,1.5705,2,0.5,0.0,Signal Transduction,R-HSA-162582
ENSG00000187758,1,1,1,0,0,1,5504.0130519525,5504.0130519525,2021-09-30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ADH1A,-0.10399997,0.16864,0.91012,3,1.0,0.5,Signal Transduction,R-HSA-162582
ENSG00000187775,1,1,0,0,0,1,2324.6716622691292,2324.6716622691292,2023-04-19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DNAH17,0.14099997,-1.9781,-6.2879,0,0.75,0.5,,
ENSG00000188162,1,1,0,0,1,1,182481.56964523086,182481.56964523086,2021-10-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,OTOG,-0.09099996,-0.92884,-0.084857,1,0.5,1.0,,
ENSG00000188227,1,1,1,0,0,0,406587.2658730814,406587.2658730814,2023-11-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ZNF793,0.19099998,1.0423,0.84839,1,-1.0,0.0,Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription),R-HSA-212436;R-HSA-73857;R-HSA-74160
ENSG00000188282,1,1,0,0,0,1,21897.542503344637,21897.542503344637,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,RUFY4,-0.416,-1.6561,-1.4128,0,0.5,0.5,,
ENSG00000188313,1,1,1,0,1,1,21020.801882160395,165324.69367515197,2022-03-07,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,PLSCR1,0.32700002,0.7579,0.70788,0,-1.0,-1.0,,
ENSG00000188428,2,1,1,0,0,1,598869.4096893278,1470466.6505612188,2025-04-09,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,BLOC1S5,-0.625,-0.085043,-0.67424,0,-1.0,-1.0,,
ENSG00000188674,2,1,1,0,0,1,1871.6973317403424,17634.65533758174,2017-03-27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,C2orf80,-0.30299997,0.53212,0.17497,0,1.0,0.5,,
ENSG00000188730,1,1,0,0,0,1,1424218.0900670097,1424218.0900670097,2024-02-19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VWC2,-0.10099995,-1.6592,-2.5621,0,0.75,0.5,,
ENSG00000188783,1,1,0,1,0,1,356440.71671986027,356440.71671986027,2025-04-09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,PRELP,-0.05700004,1.1974,-0.4049,5,-1.0,0.0,Defective B4GALT1 causes B4GALT1-CDG (CDG-2d);Defective ST3GAL3 causes MCT12 and EIEE15;Disease,R-HSA-3656244;R-HSA-3656243;R-HSA-1643685
ENSG00000188811,1,1,0,0,0,1,415452.66715166246,415452.66715166246,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NHLRC3,-0.15400004,0.031817,-0.54846,1,-1.0,-1.0,Immune System,R-HSA-168256
ENSG00000188994,1,1,1,0,0,1,645988.1975077938,645988.1975077938,2025-03-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ZNF292,0.839,2.0272,-1.7057,0,-1.0,-1.0,,
ENSG00000189320,2,1,0,0,0,1,155552.2805078301,333304.3295866077,2023-01-18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FAM180A,-0.40699995,0.72466,0.54758,0,0.5,0.0,,
ENSG00000189325,1,1,0,0,0,1,108079.44677357117,108079.44677357117,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,BNIP5,-0.11199999,0.25066,0.56583,0,1.0,0.5,,
ENSG00000196109,3,1,1,0,1,1,9539.551199137346,26685.217785743116,2022-10-12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,ZNF676,-0.77,-0.074399,0.17622,1,0.5,0.0,Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription),R-HSA-212436;R-HSA-73857;R-HSA-74160
ENSG00000196196,1,1,1,0,1,1,252346.18526092035,427337.4491868293,2018-08-13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,HRCT1,,-1.0957,-0.82195,0,0.5,0.0,,
ENSG00000196233,1,1,0,0,0,1,19008.705439555517,87248.80974040499,2023-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,LCOR,0.662,2.0578,1.2013,0,0.5,-1.0,,
ENSG00000196247,2,1,1,0,0,1,11231.262381898725,13756.062794259458,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,ZNF107,-0.93200004,0.36894,0.39385,0,0.5,0.0,,
ENSG00000196344,1,1,0,0,0,1,5504.0130519525,5504.0130519525,2021-09-30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,ADH7,-0.42900002,-0.93414,-0.41811,1,1.0,0.5,,
ENSG00000196405,1,1,1,0,0,0,162367.55694122918,162367.55694122918,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,EVL,0.499,1.7068,0.70141,3,-1.0,-1.0,Signal Transduction;Immune System;Developmental Biology,R-HSA-162582;R-HSA-168256;R-HSA-1266738
ENSG00000196415,1,1,0,0,0,1,3552.594775619558,3552.594775619558,2016-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,PRTN3,-0.885,-1.7296,-2.388,4,1.0,0.5,Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins;Antimicrobial peptides,R-HSA-1280215;R-HSA-168256;R-HSA-449147;R-HSA-6803157
