approvedSymbol	geneId	ID	Term	uniqueDiseases	UMAP 1	UMAP 2	cluster
SLC39A8	ENSG00000138821	R-HSA-435354	Zinc transporters	66	4.164001	-2.5821497	-1
SLC3A1	ENSG00000138079	R-HSA-1643685;R-HSA-425393	Disease;Transport of inorganic cations/anions and amino acids/oligopeptides	1	-7.5875807	-3.2179594	37
SLC3A2	ENSG00000168003	R-HSA-1643685;R-HSA-425393	Disease;Transport of inorganic cations/anions and amino acids/oligopeptides	1	-7.3808455	-3.1293645	37
SLC40A1	ENSG00000138449	R-HSA-1643685;R-HSA-917937	Disease;Iron uptake and transport	1	5.720864	0.14479062	-1
SLC43A2	ENSG00000167703	R-HSA-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	1	9.91235	-28.511736	16
SLC44A2	ENSG00000129353	R-HSA-168256	Immune System	15	-5.936273	-21.289768	31
SLC45A3	ENSG00000158715	R-HSA-189200	Cellular hexose transport	1	10.189294	-28.219086	16
SLC46A1	ENSG00000076351	R-HSA-917937;R-HSA-196757	Iron uptake and transport;Metabolism of folate and pterines	1	5.8423038	0.0030832312	-1
SLC4A10	ENSG00000144290	R-HSA-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	1	9.634054	-28.519125	16
SLC4A4	ENSG00000080493	R-HSA-1643685;R-HSA-425393	Disease;Transport of inorganic cations/anions and amino acids/oligopeptides	1	-7.4230623	-3.1391854	37
SLC4A7	ENSG00000033867	R-HSA-162582;R-HSA-425393	Signal Transduction;Transport of inorganic cations/anions and amino acids/oligopeptides	8	7.9201574	-0.1348263	-1
SLC50A1	ENSG00000169241	R-HSA-189200	Cellular hexose transport	1	10.480869	-28.58508	16
SLC5A1	ENSG00000100170	R-HSA-8963743;R-HSA-1643685;R-HSA-189200	Digestion and absorption;Disease;Cellular hexose transport	1	6.451367	-2.4118395	-1
SLC5A9	ENSG00000117834	R-HSA-189200	Cellular hexose transport	2	10.441019	-28.542736	16
SLC6A13	ENSG00000010379	R-HSA-888590;R-HSA-112310	GABA synthesis, release, reuptake and degradation;Neurotransmitter release cycle	2	-1.3606855	-8.49455	38
SLC6A14	ENSG00000268104	R-HSA-1643685;R-HSA-425393	Disease;Transport of inorganic cations/anions and amino acids/oligopeptides	1	-7.5208297	-3.3807938	37
SLC6A15	ENSG00000072041	R-HSA-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	9	10.1093235	-28.248209	16
SLC6A18	ENSG00000164363	R-HSA-1643685;R-HSA-425393	Disease;Transport of inorganic cations/anions and amino acids/oligopeptides	7	-7.370543	-3.2049952	37
SLC6A20	ENSG00000163817	R-HSA-1643685;R-HSA-425393	Disease;Transport of inorganic cations/anions and amino acids/oligopeptides	4	-7.1154103	-3.0717065	37
SLC7A1	ENSG00000139514	R-HSA-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	1	9.968715	-28.270775	16
SLC7A10	ENSG00000130876	R-HSA-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	26	9.749875	-27.803513	16
SLC7A3	ENSG00000165349	R-HSA-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	2	9.645187	-28.332327	16
SLC7A5	ENSG00000103257	R-HSA-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	7	9.661733	-28.34524	16
SLC7A8	ENSG00000092068	R-HSA-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	1	9.881519	-28.650715	16
SLC7A9	ENSG00000021488	R-HSA-1643685;R-HSA-425393	Disease;Transport of inorganic cations/anions and amino acids/oligopeptides	1	-7.631778	-3.4574027	37
SLC8A1	ENSG00000183023	R-HSA-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	6	9.726884	-28.449324	16
SLC8A3	ENSG00000100678	R-HSA-8949215;R-HSA-425393	Mitochondrial calcium ion transport;Transport of inorganic cations/anions and amino acids/oligopeptides	1	6.331832	0.5081925	-1
SLC8B1	ENSG00000089060	R-HSA-8949215;R-HSA-425393	Mitochondrial calcium ion transport;Transport of inorganic cations/anions and amino acids/oligopeptides	1	6.2843785	0.30944237	-1
SLC9A2	ENSG00000115616	R-HSA-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	1	10.103423	-28.50132	16
SLC9A3	ENSG00000066230	R-HSA-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	1	9.567753	-27.94533	16
SLC9A4	ENSG00000180251	R-HSA-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	9	9.716232	-27.855606	16
SLC9A8	ENSG00000197818	R-HSA-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	1	9.425928	-28.114532	16
SLC9B1	ENSG00000164037	R-HSA-2672351	Stimuli-sensing channels	4	17.11114	-18.70425	15
SLC9B2	ENSG00000164038	R-HSA-2672351	Stimuli-sensing channels	1	16.663946	-18.71948	15
SLC9C2	ENSG00000162753	R-HSA-2672351	Stimuli-sensing channels	2	16.883846	-18.401373	15
SLCO1A2	ENSG00000084453	R-HSA-425397;R-HSA-8957322;R-HSA-194068	Transport of vitamins, nucleosides, and related molecules;Metabolism of steroids;Bile acid and bile salt metabolism	3	5.218621	1.386058	-1
SLCO1B1	ENSG00000134538	R-HSA-9754706;R-HSA-1643685;R-HSA-425397;R-HSA-8957322;R-HSA-194068	Atorvastatin ADME;Disease;Transport of vitamins, nucleosides, and related molecules;Metabolism of steroids;Bile acid and bile salt metabolism	5	5.755113	-0.82450926	-1
SLCO1B3	ENSG00000111700	R-HSA-9754706;R-HSA-1643685;R-HSA-425397;R-HSA-8957322;R-HSA-194068	Atorvastatin ADME;Disease;Transport of vitamins, nucleosides, and related molecules;Metabolism of steroids;Bile acid and bile salt metabolism	1	5.983035	-0.81030357	-1
SLCO1C1	ENSG00000139155	R-HSA-425397	Transport of vitamins, nucleosides, and related molecules	5	9.308239	-28.612919	16
SLCO2A1	ENSG00000174640	R-HSA-1643685;R-HSA-425397	Disease;Transport of vitamins, nucleosides, and related molecules	3	-7.231318	-3.3285055	37
SLCO3A1	ENSG00000176463	R-HSA-425397	Transport of vitamins, nucleosides, and related molecules	3	9.510183	-28.514515	16
SLCO4A1	ENSG00000101187	R-HSA-425397	Transport of vitamins, nucleosides, and related molecules	4	9.307365	-28.595715	16
SLCO4C1	ENSG00000173930	R-HSA-168256;R-HSA-425397	Immune System;Transport of vitamins, nucleosides, and related molecules	5	5.466737	3.0533395	-1
SLIT2	ENSG00000145147	R-HSA-1266738;R-HSA-428540;R-HSA-428542;R-HSA-9010553	Developmental Biology;Activation of RAC1;Regulation of commissural axon pathfinding by SLIT and ROBO;Regulation of expression of SLITs and ROBOs	3	3.656418	8.522578	-1
SLIT3	ENSG00000184347	R-HSA-1266738;R-HSA-428542	Developmental Biology;Regulation of commissural axon pathfinding by SLIT and ROBO	2	3.5585968	9.2893095	-1
SLITRK2	ENSG00000185985	R-HSA-388844	Receptor-type tyrosine-protein phosphatases	1	4.210453	3.417559	-1
SLITRK3	ENSG00000121871	R-HSA-162582;R-HSA-388844	Signal Transduction;Receptor-type tyrosine-protein phosphatases	2	8.2966	-0.54775286	-1
SLITRK6	ENSG00000184564	R-HSA-388844	Receptor-type tyrosine-protein phosphatases	1	4.233579	3.303002	-1
SLK	ENSG00000065613	R-HSA-162582	Signal Transduction	12	5.1480737	-15.52504	10
SMAD2	ENSG00000175387	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-1643685;R-HSA-5663202;R-HSA-2173796;R-HSA-3656534;R-HSA-2173793;R-HSA-597592;R-HSA-9617828;R-HSA-9823730	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Disease;Diseases of signal transduction by growth factor receptors and second messengers;SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription;Loss of Function of TGFBR1 in Cancer;Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer;Post-translational protein modification;FOXO-mediated transcription of cell cycle genes;Formation of definitive endoderm	2	0.805104	2.2935507	59
SMAD3	ENSG00000166949	R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-1643685;R-HSA-449147;R-HSA-3656532;R-HSA-3304356;R-HSA-8941855;R-HSA-5663202;R-HSA-2173796;R-HSA-3304349;R-HSA-3656534;R-HSA-2173793;R-HSA-597592;R-HSA-9617828;R-HSA-8878159;R-HSA-9823730	Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Disease;Signaling by Interleukins;TGFBR1 KD Mutants in Cancer;SMAD2/3 Phosphorylation Motif Mutants in Cancer;RUNX3 regulates CDKN1A transcription;Diseases of signal transduction by growth factor receptors and second messengers;SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription;Loss of Function of SMAD2/3 in Cancer;Loss of Function of TGFBR1 in Cancer;Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer;Post-translational protein modification;FOXO-mediated transcription of cell cycle genes;Transcriptional regulation by RUNX3;Formation of definitive endoderm	82	3.4346757	0.7275704	-1
SMAD4	ENSG00000141646	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-1643685;R-HSA-8941855;R-HSA-5663202;R-HSA-2173796;R-HSA-3304349;R-HSA-2173793;R-HSA-597592;R-HSA-9617828;R-HSA-8878159;R-HSA-9823730	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Disease;RUNX3 regulates CDKN1A transcription;Diseases of signal transduction by growth factor receptors and second messengers;SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription;Loss of Function of SMAD2/3 in Cancer;Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer;Post-translational protein modification;FOXO-mediated transcription of cell cycle genes;Transcriptional regulation by RUNX3;Formation of definitive endoderm	6	0.78620636	2.9647489	59
SMAD6	ENSG00000137834	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	16	-4.834982	2.2256114	51
SMAD7	ENSG00000101665	R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-74160;R-HSA-2173796;R-HSA-2173793;R-HSA-597592	Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Gene expression (Transcription);SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription;Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer;Post-translational protein modification	38	1.8448495	4.84062	-1
SMAD9	ENSG00000120693	R-HSA-162582	Signal Transduction	6	5.268583	-15.453251	10
SMARCA4	ENSG00000127616	R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-9933947;R-HSA-449147;R-HSA-201722	Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Formation of the non-canonical BAF (ncBAF) complex;Signaling by Interleukins;Formation of the beta-catenin:TCF transactivating complex	9	3.873589	4.6820426	-1
SMARCB1	ENSG00000099956	R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription)	4	-1.517128	9.877249	43
SMARCC1	ENSG00000173473	R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-9933947	Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Formation of the non-canonical BAF (ncBAF) complex	1	-1.476241	8.551236	-1
SMARCC2	ENSG00000139613	R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-9933947	Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Formation of the non-canonical BAF (ncBAF) complex	7	-1.4865363	8.479539	-1
SMARCD1	ENSG00000066117	R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-9933947	Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Formation of the non-canonical BAF (ncBAF) complex	1	-1.3982139	8.547583	-1
SMARCD3	ENSG00000082014	R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-9933947;R-HSA-8957322;R-HSA-1655829	Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Formation of the non-canonical BAF (ncBAF) complex;Metabolism of steroids;Regulation of cholesterol biosynthesis by SREBP (SREBF)	2	1.9157948	3.887457	-1
SMARCE1	ENSG00000073584	R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription)	15	-1.1819465	9.949326	43
SMC2	ENSG00000136824	R-HSA-2299718	Condensation of Prophase Chromosomes	12	19.72781	5.798522	-1
SMC4	ENSG00000113810	R-HSA-2299718	Condensation of Prophase Chromosomes	6	19.847557	5.5376606	-1
SMIM20	ENSG00000250317	R-HSA-9864848	Complex IV assembly	13	25.143694	13.46406	7
SMO	ENSG00000128602	R-HSA-162582;R-HSA-5620922;R-HSA-5620920	Signal Transduction;BBSome-mediated cargo-targeting to cilium;Cargo trafficking to the periciliary membrane	3	4.298038	-1.3421665	-1
SMOX	ENSG00000088826	R-HSA-351202	Metabolism of polyamines	1	-0.4543858	22.917894	4
SMPD3	ENSG00000103056	R-HSA-162582	Signal Transduction	1	5.0529976	-15.446788	10
SMUG1	ENSG00000123415	R-HSA-73928;R-HSA-110328;R-HSA-110329;R-HSA-73929	Depyrimidination;Recognition and association of DNA glycosylase with site containing an affected pyrimidine;Cleavage of the damaged pyrimidine;Base-Excision Repair, AP Site Formation	1	2.543048	0.18982877	-1
SMURF1	ENSG00000198742	R-HSA-162582;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-74160;R-HSA-4608870;R-HSA-8878159	Signal Transduction;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Gene expression (Transcription);Asymmetric localization of PCP proteins;Transcriptional regulation by RUNX3	2	1.5308393	5.1252403	-1
SMURF2	ENSG00000108854	R-HSA-162582;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-74160;R-HSA-4608870;R-HSA-2173793;R-HSA-597592;R-HSA-8878159	Signal Transduction;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Gene expression (Transcription);Asymmetric localization of PCP proteins;Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer;Post-translational protein modification;Transcriptional regulation by RUNX3	3	1.423058	4.5735974	-1
SMYD2	ENSG00000143499	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	4	10.580114	18.436256	36
SNAI1	ENSG00000124216	R-HSA-162582;R-HSA-1266738	Signal Transduction;Developmental Biology	2	-12.950264	11.249502	42
SNAPC2	ENSG00000104976	R-HSA-76046;R-HSA-76071;R-HSA-73857;R-HSA-74160;R-HSA-749476;R-HSA-74158;R-HSA-6807505	RNA Polymerase III Transcription Initiation;RNA Polymerase III Transcription Initiation From Type 3 Promoter;RNA Polymerase II Transcription;Gene expression (Transcription);RNA Polymerase III Abortive And Retractive Initiation;RNA Polymerase III Transcription;RNA polymerase II transcribes snRNA genes	1	-8.238734	7.213367	-1
SNAPC4	ENSG00000165684	R-HSA-76046;R-HSA-76071;R-HSA-73857;R-HSA-74160;R-HSA-749476;R-HSA-74158;R-HSA-6807505	RNA Polymerase III Transcription Initiation;RNA Polymerase III Transcription Initiation From Type 3 Promoter;RNA Polymerase II Transcription;Gene expression (Transcription);RNA Polymerase III Abortive And Retractive Initiation;RNA Polymerase III Transcription;RNA polymerase II transcribes snRNA genes	4	-8.265493	7.151565	-1
SNCA	ENSG00000145335	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	6	-16.750134	-14.456415	30
SND1	ENSG00000197157	R-HSA-1643685;R-HSA-5663202	Disease;Diseases of signal transduction by growth factor receptors and second messengers	5	30.731108	21.02298	2
SNF8	ENSG00000159210	R-HSA-917729;R-HSA-1643685;R-HSA-9610379	Endosomal Sorting Complex Required For Transport (ESCRT);Disease;HCMV Late Events	5	4.2203383	-1.6986717	-1
SNRPD2	ENSG00000125743	R-HSA-72165;R-HSA-1643685;R-HSA-191859;R-HSA-194441	mRNA Splicing - Minor Pathway;Disease;snRNP Assembly;Metabolism of non-coding RNA	1	8.954063	-3.2596622	-1
SNRPF	ENSG00000139343	R-HSA-72165;R-HSA-73857;R-HSA-74160;R-HSA-1643685;R-HSA-191859;R-HSA-194441	mRNA Splicing - Minor Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Disease;snRNP Assembly;Metabolism of non-coding RNA	2	-0.2451913	2.5155337	-1
SNUPN	ENSG00000169371	R-HSA-191859;R-HSA-194441	snRNP Assembly;Metabolism of non-coding RNA	1	11.881535	-6.682439	12
SOCS1	ENSG00000185338	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-449147;R-HSA-9006934;R-HSA-6785807	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins;Signaling by Receptor Tyrosine Kinases;Interleukin-4 and Interleukin-13 signaling	12	-2.226482	-0.7737873	50
SOCS2	ENSG00000120833	R-HSA-1280215;R-HSA-168256;R-HSA-449147;R-HSA-597592	Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins;Post-translational protein modification	2	5.2024217	4.389847	-1
SOCS3	ENSG00000184557	R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-74160;R-HSA-449147;R-HSA-597592;R-HSA-6785807	Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Gene expression (Transcription);Signaling by Interleukins;Post-translational protein modification;Interleukin-4 and Interleukin-13 signaling	9	3.7222018	4.5298023	-1
SOCS5	ENSG00000171150	R-HSA-1280215;R-HSA-168256;R-HSA-449147;R-HSA-597592;R-HSA-6785807	Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins;Post-translational protein modification;Interleukin-4 and Interleukin-13 signaling	1	5.0971045	4.4483676	-1
SOD1	ENSG00000142168	R-HSA-1280215;R-HSA-168256;R-HSA-449147	Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins	2	-9.971324	-10.253297	29
SORCS3	ENSG00000156395	R-HSA-162582	Signal Transduction	30	5.0634384	-15.272143	10
SOS2	ENSG00000100485	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-1266738;R-HSA-428540;R-HSA-449147	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Developmental Biology;Activation of RAC1;Signaling by Interleukins	6	6.189537	5.2525396	57
SOST	ENSG00000167941	R-HSA-162582	Signal Transduction	8	5.2028656	-15.093874	10
SOX13	ENSG00000143842	R-HSA-162582	Signal Transduction	1	5.903398	-14.781771	10
SOX17	ENSG00000164736	R-HSA-162582;R-HSA-1266738;R-HSA-9823730	Signal Transduction;Developmental Biology;Formation of definitive endoderm	6	4.3320956	-0.7747108	-1
SOX2	ENSG00000181449	R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-449147;R-HSA-6785807	Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Signaling by Interleukins;Interleukin-4 and Interleukin-13 signaling	6	3.5537283	4.925582	-1
SOX4	ENSG00000124766	R-HSA-162582	Signal Transduction	26	4.758684	-15.083061	10
SOX6	ENSG00000110693	R-HSA-162582	Signal Transduction	14	4.5986996	-15.042443	10
SOX7	ENSG00000171056	R-HSA-162582	Signal Transduction	9	4.8211665	-15.386525	10
SOX9	ENSG00000125398	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription)	30	-0.6795409	5.333378	-1
SP1	ENSG00000185591	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-1643685;R-HSA-8957322;R-HSA-6807505;R-HSA-1655829;R-HSA-2173796;R-HSA-2173793	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Disease;Metabolism of steroids;RNA polymerase II transcribes snRNA genes;Regulation of cholesterol biosynthesis by SREBP (SREBF);SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription;Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	3	1.9294032	5.80778	-1
SP3	ENSG00000172845	R-HSA-597592	Post-translational protein modification	3	23.68381	1.5811777	21
SP7	ENSG00000170374	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	1	10.256704	17.668558	36
SPAG9	ENSG00000008294	R-HSA-1266738	Developmental Biology	1	-16.26753	5.9191217	5
SPARCL1	ENSG00000152583	R-HSA-597592	Post-translational protein modification	1	23.55753	1.349569	21
SPATA13	ENSG00000182957	R-HSA-162582	Signal Transduction	4	4.846075	-15.366046	10
SPATA2	ENSG00000158480	R-HSA-162582	Signal Transduction	3	4.718633	-15.292607	10
SPC24	ENSG00000161888	R-HSA-162582	Signal Transduction	8	4.7255206	-15.418389	10
SPC25	ENSG00000152253	R-HSA-162582	Signal Transduction	1	4.82942	-15.461579	10
SPCS1	ENSG00000114902	R-HSA-1643685;R-HSA-72766;R-HSA-1799339	Disease;Translation;SRP-dependent cotranslational protein targeting to membrane	4	7.2438602	-1.6127921	-1
SPCS2	ENSG00000118363	R-HSA-1643685;R-HSA-72766;R-HSA-1799339	Disease;Translation;SRP-dependent cotranslational protein targeting to membrane	1	7.2629786	-1.6064855	-1
SPCS3	ENSG00000129128	R-HSA-1643685;R-HSA-72766;R-HSA-1799339	Disease;Translation;SRP-dependent cotranslational protein targeting to membrane	3	7.0936384	-1.7050008	-1
SPDL1	ENSG00000040275	R-HSA-162582	Signal Transduction	15	4.6833763	-15.064326	10
SPEN	ENSG00000065526	R-HSA-162582;R-HSA-9013422;R-HSA-9706574	Signal Transduction;RHOBTB1 GTPase cycle;RHOBTB GTPase Cycle	1	12.992191	-0.90971404	-1
SPG7	ENSG00000197912	R-HSA-8949215	Mitochondrial calcium ion transport	6	8.014143	-9.722969	6
SPI1	ENSG00000066336	R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription)	2	-1.3755639	10.083674	43
SPINK5	ENSG00000133710	R-HSA-1266738	Developmental Biology	2	-15.441494	5.2897835	5
SPINT1	ENSG00000166145	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	1	-16.763378	21.604645	9
SPINT2	ENSG00000167642	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	1	-17.19337	21.634396	9
SPON1	ENSG00000262655	R-HSA-1643685;R-HSA-597592	Disease;Post-translational protein modification	4	23.068237	17.746265	44
SPON2	ENSG00000159674	R-HSA-1643685;R-HSA-597592	Disease;Post-translational protein modification	3	22.978476	18.04615	44
SPOPL	ENSG00000144228	R-HSA-162582	Signal Transduction	1	5.029116	-15.214564	10
SPP1	ENSG00000118785	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-9006934;R-HSA-8949275;R-HSA-597592;R-HSA-8878159	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Signaling by Receptor Tyrosine Kinases;RUNX3 Regulates Immune Response and Cell Migration;Post-translational protein modification;Transcriptional regulation by RUNX3	4	-0.044934765	4.3014526	-1
SPP2	ENSG00000072080	R-HSA-597592	Post-translational protein modification	2	24.040579	1.9995097	21
SPPL2A	ENSG00000138600	R-HSA-162582	Signal Transduction	3	4.657095	-15.248133	10
SPPL2B	ENSG00000005206	R-HSA-162582	Signal Transduction	1	5.1939983	-14.812975	10
SPRED2	ENSG00000198369	R-HSA-162582;R-HSA-1643685;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Disease;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	14	-16.692905	-2.6212528	34
SPRR1B	ENSG00000169469	R-HSA-1266738	Developmental Biology	2	-15.82365	5.556688	5
SPRR2B	ENSG00000196805	R-HSA-1266738	Developmental Biology	1	-16.200788	5.627578	5
SPRY1	ENSG00000164056	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	10	-17.156384	21.117743	9
SPRY2	ENSG00000136158	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	19	-16.740702	21.908094	9
SPSB1	ENSG00000171621	R-HSA-168256;R-HSA-597592	Immune System;Post-translational protein modification	20	-24.581184	17.526154	46
SPSB2	ENSG00000111671	R-HSA-168256;R-HSA-597592	Immune System;Post-translational protein modification	1	-24.961159	18.017109	46
SPSB3	ENSG00000162032	R-HSA-597592	Post-translational protein modification	1	23.602814	1.4657729	21
SPTBN1	ENSG00000115306	R-HSA-162582;R-HSA-1266738;R-HSA-1643685;R-HSA-445095;R-HSA-5663202;R-HSA-597592	Signal Transduction;Developmental Biology;Disease;Interaction between L1 and Ankyrins;Diseases of signal transduction by growth factor receptors and second messengers;Post-translational protein modification	8	5.609312	-1.6377163	-1
SPTBN2	ENSG00000173898	R-HSA-162582;R-HSA-168256;R-HSA-1266738;R-HSA-445095;R-HSA-597592	Signal Transduction;Immune System;Developmental Biology;Interaction between L1 and Ankyrins;Post-translational protein modification	2	4.691672	-0.5431156	-1
SPTBN5	ENSG00000137877	R-HSA-162582;R-HSA-1266738;R-HSA-445095;R-HSA-597592	Signal Transduction;Developmental Biology;Interaction between L1 and Ankyrins;Post-translational protein modification	2	3.9630225	-1.5669492	-1
SPTLC3	ENSG00000172296	R-HSA-1660661	Sphingolipid de novo biosynthesis	2	8.405824	27.312553	8
SPTSSA	ENSG00000165389	R-HSA-1660661	Sphingolipid de novo biosynthesis	2	8.101228	27.393646	8
SQLE	ENSG00000104549	R-HSA-191273;R-HSA-8957322;R-HSA-1655829	Cholesterol biosynthesis;Metabolism of steroids;Regulation of cholesterol biosynthesis by SREBP (SREBF)	1	12.113332	6.1254625	22
SQSTM1	ENSG00000161011	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-1643685;R-HSA-449147;R-HSA-5663202;R-HSA-597592	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Disease;Signaling by Interleukins;Diseases of signal transduction by growth factor receptors and second messengers;Post-translational protein modification	1	7.293878	3.2453945	57
